750$2018-06-02 10:26:28$like$1328
744$2018-06-12 13:47:11$share$393
399$2018-05-26 17:34:39$like$1178
733$2018-09-08 00:46:46$browse$1618
319$2018-09-25 07:38:44$browse$883
504$2018-09-15 21:22:22$share$760
73$2018-05-01 18:54:28$like$689
987$2018-06-08 02:07:19$share$365
402$2018-07-08 06:04:09$like$586
115$2018-07-16 06:44:16$like$1584
934$2018-06-17 18:37:30$giveMark$1515$10
223$2018-09-15 05:49:58$browse$1319
679$2018-03-16 09:35:01$share$1246
299$2018-01-31 00:21:02$like$1317
1018$2018-05-20 21:33:48$giveMark$965$3
388$2018-02-18 15:32:04$browse$1957
83$2018-03-14 20:12:35$share$1972
2$2018-10-29 15:25:28$giveMark$540$10
227$2018-04-20 13:42:13$like$882
317$2018-07-19 23:14:45$share$730
697$2018-09-25 00:46:30$browse$984
837$2018-03-26 00:47:15$share$1409
753$2018-05-03 16:59:59$like$728
78$2018-10-04 02:53:22$giveMark$580$3
205$2018-08-07 19:13:40$giveMark$1374$5
597$2018-05-19 11:20:08$like$1297
200$2018-04-10 11:44:15$share$890
424$2018-06-10 00:37:28$browse$191
964$2018-06-01 01:52:28$like$516
907$2018-07-25 06:54:38$browse$2008
4$2018-10-13 04:22:15$giveMark$286$7
840$2018-04-11 22:54:02$giveMark$1080$2
658$2018-07-26 01:10:39$like$1157
611$2018-03-06 16:48:26$giveMark$371$7
112$2018-02-26 05:11:20$share$1736
48$2018-09-03 04:07:04$browse$938
1033$2018-04-23 12:41:45$share$303
295$2018-07-23 18:20:50$share$1574
931$2018-03-26 10:35:29$giveMark$404$1
217$2018-02-11 16:59:23$browse$1811
555$2018-03-14 13:14:25$giveMark$1997$5
207$2018-07-07 11:59:38$share$1622
364$2018-03-05 22:14:19$share$1407
761$2018-09-21 14:31:27$share$1351
256$2018-03-15 21:44:03$share$1612
1052$2018-09-08 19:50:42$giveMark$1527$2
538$2018-03-18 05:01:40$giveMark$566$3
938$2018-04-22 00:10:08$like$1411
502$2018-06-22 10:09:36$like$1857
203$2018-10-07 04:32:04$share$110
682$2018-07-02 18:57:40$giveMark$1964$7
877$2018-01-27 02:22:51$like$1314
121$2018-09-10 07:31:45$share$744
628$2018-09-21 09:03:22$browse$456
410$2018-06-07 10:36:13$like$1327
727$2018-08-17 20:59:02$browse$1010
235$2018-07-13 00:15:10$giveMark$582$1
131$2018-08-06 12:18:57$browse$1791
658$2018-08-04 13:41:05$like$1354
311$2018-07-29 06:27:22$giveMark$1295$5
897$2018-09-16 22:04:17$like$886
593$2018-04-03 02:47:08$share$1123
612$2018-08-10 03:13:48$browse$1011
916$2018-09-12 09:50:17$browse$1142
868$2018-06-24 01:32:04$share$1335
196$2018-08-07 07:12:22$browse$1966
271$2018-01-10 00:28:20$share$998
40$2018-09-30 23:52:48$browse$138
95$2018-03-31 00:41:10$share$315
776$2018-01-05 18:29:05$like$37
811$2018-01-18 20:02:54$browse$2104
457$2018-06-23 05:51:23$share$1385
1033$2018-03-04 23:23:18$share$400
1034$2018-06-02 05:54:35$like$117
870$2018-06-17 05:01:34$browse$876
642$2018-04-03 01:02:37$browse$1039
576$2018-08-22 09:21:42$giveMark$1875$8
321$2018-01-14 21:23:44$like$58
286$2018-03-05 21:56:24$like$1039
172$2018-08-25 03:31:52$browse$313
398$2018-10-29 02:08:05$giveMark$342$1
161$2018-09-19 06:48:27$share$169
521$2018-04-02 12:54:03$share$1119
301$2018-05-01 10:42:45$share$250
66$2018-04-16 19:10:21$browse$480
447$2018-09-19 01:10:22$like$518
695$2018-03-19 10:08:46$like$326
135$2018-01-31 10:31:26$browse$985
754$2018-01-25 00:58:37$share$1429
94$2018-07-19 15:42:59$browse$1118
823$2018-07-27 20:44:47$giveMark$931$9
990$2018-04-04 10:50:24$share$1496
999$2018-06-29 17:13:26$browse$609
55$2018-07-07 17:07:52$giveMark$702$2
122$2018-09-15 10:08:03$browse$833
182$2018-03-30 19:29:11$share$1868
430$2018-06-21 06:27:46$share$840
466$2018-07-27 06:22:56$like$433
577$2018-02-18 16:32:02$giveMark$1205$3
902$2018-02-19 16:18:18$share$1051
593$2018-10-11 05:46:12$giveMark$856$3
765$2018-02-28 01:21:58$like$1036
675$2018-07-06 07:36:54$share$131
758$2018-08-18 14:00:30$like$1168
763$2018-08-11 20:17:43$like$860
325$2018-01-28 07:33:49$giveMark$1300$8
397$2018-04-26 10:27:53$giveMark$257$6
977$2018-10-09 12:43:50$giveMark$224$5
531$2018-04-30 03:24:18$like$1897
459$2018-10-12 18:19:51$like$813
375$2018-08-24 22:21:42$share$1313
869$2018-10-30 16:03:55$browse$1448
491$2018-01-04 15:38:25$share$732
407$2018-04-17 15:01:05$giveMark$517$2
728$2018-01-15 01:45:51$share$834
205$2018-04-18 13:14:12$like$1259
663$2018-07-21 08:33:10$share$738
175$2018-02-18 00:07:22$like$1334
927$2018-09-21 21:25:29$share$2047
1021$2018-07-01 15:53:06$giveMark$1992$7
214$2018-02-25 07:13:31$browse$581
359$2018-05-06 11:15:48$giveMark$142$6
546$2018-02-13 02:23:33$browse$564
922$2018-08-22 07:56:04$browse$65
593$2018-02-24 14:06:02$browse$1900
766$2018-02-26 21:43:07$giveMark$529$9
1052$2018-06-07 19:07:57$share$2103
291$2018-06-05 23:42:20$giveMark$715$3
364$2018-09-05 21:56:06$giveMark$355$10
59$2018-08-06 18:36:26$share$1060
787$2018-02-23 18:07:26$giveMark$1252$8
225$2018-05-05 03:32:32$browse$1500
191$2018-08-10 17:07:01$giveMark$1725$3
961$2018-01-29 14:45:47$like$1292
942$2018-08-18 03:52:25$browse$384
199$2018-04-07 23:12:43$like$791
262$2018-02-14 06:52:27$giveMark$880$7
438$2018-10-16 19:10:04$browse$1372
947$2018-07-03 05:06:32$like$1750
797$2018-04-02 07:17:42$browse$65
680$2018-05-10 15:32:48$giveMark$1673$5
12$2018-03-29 14:19:17$browse$753
99$2018-05-15 00:40:44$giveMark$28$2
271$2018-08-14 15:58:01$giveMark$1151$6
91$2018-04-29 09:12:43$like$1627
252$2018-03-12 21:04:12$browse$1512
296$2018-01-21 05:45:46$browse$989
440$2018-09-05 15:10:24$like$965
970$2018-02-28 20:11:28$giveMark$483$2
767$2018-01-18 23:44:12$browse$286
906$2018-06-25 00:28:57$share$1911
507$2018-05-21 12:16:01$share$543
788$2018-09-19 22:09:42$like$990
393$2018-06-03 13:21:11$share$2006
952$2018-08-20 15:00:25$like$150
70$2018-05-11 02:00:11$like$2082
1006$2018-02-09 08:11:42$share$1176
529$2018-10-26 02:24:35$share$1229
1034$2018-06-23 03:53:34$giveMark$190$2
629$2018-02-16 13:17:14$share$1315
294$2018-05-17 03:05:08$share$445
244$2018-07-22 01:20:43$like$369
862$2018-05-12 21:02:38$giveMark$1668$7
798$2018-03-05 10:24:54$browse$486
32$2018-08-29 08:42:57$share$971
218$2018-05-24 09:47:03$like$572
668$2018-04-05 12:20:19$share$173
925$2018-07-05 01:46:40$browse$239
625$2018-04-19 17:53:36$browse$989
1036$2018-10-26 06:42:35$giveMark$844$4
685$2018-10-10 20:35:45$browse$508
1047$2018-04-17 22:47:28$like$1075
634$2018-03-08 10:49:48$like$1385
774$2018-07-31 00:41:18$giveMark$1814$10
914$2018-06-25 20:56:02$browse$655
3$2018-01-14 17:26:56$share$1511
203$2018-04-26 06:47:30$like$914
613$2018-07-13 04:15:30$browse$709
1025$2018-09-11 01:26:28$giveMark$1865$6
435$2018-08-17 16:50:31$giveMark$391$2
902$2018-09-19 03:08:14$like$1525
106$2018-07-04 20:45:49$like$822
624$2018-08-08 10:50:30$browse$1944
890$2018-10-26 07:14:29$like$655
904$2018-10-15 17:27:28$giveMark$39$2
393$2018-05-09 03:24:09$browse$766
980$2018-03-26 06:01:21$browse$2104
410$2018-06-29 10:38:59$giveMark$476$10
405$2018-01-29 05:51:53$browse$196
131$2018-03-17 10:29:16$like$474
885$2018-09-03 15:52:23$like$933
1035$2018-09-03 02:30:41$browse$843
591$2018-09-28 07:42:48$like$1073
237$2018-02-07 07:59:05$like$2093
984$2018-07-15 19:41:35$giveMark$2012$9
114$2018-06-11 01:38:43$giveMark$704$2
345$2018-04-27 11:54:42$like$425
175$2018-09-04 14:54:38$giveMark$5$2
754$2018-08-10 06:32:51$browse$1762
725$2018-01-31 09:30:01$share$1807
895$2018-08-28 09:35:45$giveMark$1579$9
651$2018-03-09 03:32:20$browse$1869
625$2018-01-31 22:40:37$browse$1250
124$2018-01-21 11:59:52$share$869
572$2018-01-25 14:58:17$browse$1897
368$2018-09-07 22:14:22$like$242
441$2018-07-21 03:13:38$browse$1602
977$2018-06-21 17:18:27$browse$543
789$2018-07-11 23:45:59$like$185
402$2018-09-02 16:39:31$share$978
885$2018-04-19 13:39:59$like$846
135$2018-02-10 13:47:13$share$49
204$2018-07-26 15:40:34$like$160
487$2018-09-05 18:36:20$browse$1927
286$2018-02-11 06:12:18$share$1858
942$2018-03-06 05:58:19$share$95
445$2018-09-05 04:57:40$giveMark$1953$3
314$2018-10-07 18:43:56$like$743
1007$2018-05-25 02:30:42$browse$2035
613$2018-02-11 15:29:48$browse$143
292$2018-06-16 15:20:40$like$2065
660$2018-01-27 16:51:33$like$1255
90$2018-06-04 09:25:45$giveMark$1637$6
842$2018-09-21 22:38:21$share$1380
823$2018-01-20 20:42:11$share$1092
567$2018-02-21 00:46:47$browse$1474
642$2018-01-04 02:16:52$giveMark$1645$7
506$2018-03-10 23:11:47$like$410
769$2018-04-17 17:32:06$like$1840
50$2018-05-18 05:59:31$like$1654
272$2018-02-02 21:57:10$browse$2048
508$2018-06-28 04:37:36$giveMark$840$5
747$2018-05-22 21:48:28$share$1289
256$2018-09-28 21:52:58$like$518
542$2018-03-03 12:25:58$browse$657
935$2018-08-14 21:19:54$giveMark$1736$2
412$2018-02-21 19:53:16$share$610
148$2018-01-12 18:22:50$giveMark$480$8
115$2018-03-04 07:23:38$share$1750
616$2018-04-12 15:12:28$share$1024
603$2018-08-02 20:05:51$share$33
620$2018-09-20 22:02:34$browse$1391
811$2018-09-15 11:58:56$like$2019
286$2018-05-23 07:54:35$browse$1196
69$2018-06-26 22:20:24$giveMark$843$9
980$2018-01-16 21:01:32$like$81
773$2018-09-30 16:40:32$browse$100
856$2018-06-11 17:11:33$giveMark$1744$7
259$2018-09-19 20:00:45$like$2011
373$2018-09-28 09:33:06$like$1369
763$2018-06-20 03:22:22$browse$1430
467$2018-09-12 18:20:57$share$1114
660$2018-07-03 10:14:05$share$774
426$2018-06-25 05:29:03$like$1781
426$2018-05-18 05:25:07$giveMark$1933$7
1057$2018-08-27 20:15:00$like$1909
840$2018-10-18 21:52:52$browse$568
1039$2018-01-11 05:47:33$giveMark$1240$7
880$2018-04-02 01:12:24$browse$1614
975$2018-02-25 10:08:23$giveMark$846$10
618$2018-01-16 14:12:15$like$1487
954$2018-04-04 01:44:09$like$799
1047$2018-07-28 21:44:57$like$1046
385$2018-08-24 15:56:21$giveMark$1297$1
936$2018-03-29 12:03:02$share$15
285$2018-10-12 03:33:23$like$1512
158$2018-07-22 16:21:04$browse$1745
513$2018-02-21 10:51:05$like$675
594$2018-02-25 22:08:03$share$924
637$2018-03-23 03:27:22$giveMark$5$6
447$2018-04-27 15:54:42$like$938
655$2018-05-12 08:08:09$share$1369
810$2018-01-19 13:28:15$browse$394
535$2018-06-05 09:21:29$share$1565
934$2018-10-08 16:51:59$giveMark$112$8
621$2018-01-28 21:58:57$browse$919
311$2018-09-04 16:06:03$giveMark$1950$4
371$2018-09-19 00:11:45$share$899
388$2018-05-02 14:34:45$like$1494
750$2018-03-24 11:39:37$like$962
915$2018-06-18 03:21:30$browse$501
283$2018-04-11 05:40:55$like$1531
1054$2018-04-16 17:34:07$share$569
327$2018-04-27 05:10:02$browse$1773
657$2018-05-19 02:47:16$giveMark$627$4
120$2018-09-08 15:45:41$like$1923
702$2018-05-06 16:12:44$share$1886
860$2018-09-26 04:58:58$like$1678
589$2018-06-15 11:17:19$share$837
820$2018-10-15 14:12:53$like$662
415$2018-10-05 11:16:01$browse$1216
442$2018-02-18 14:15:05$like$1745
268$2018-02-25 19:54:40$like$599
790$2018-03-11 00:12:41$like$522
379$2018-06-15 22:00:55$share$1533
261$2018-08-12 07:18:50$giveMark$2003$5
265$2018-06-15 00:32:05$giveMark$1646$4
179$2018-04-18 16:17:08$browse$394
866$2018-05-26 20:35:09$browse$320
360$2018-06-19 22:56:37$share$1455
519$2018-09-04 09:53:27$like$101
755$2018-04-19 21:24:04$share$2100
745$2018-01-04 07:33:23$giveMark$1855$6
673$2018-02-15 20:29:53$giveMark$1099$10
675$2018-04-08 18:59:06$share$1739
924$2018-10-06 17:28:58$giveMark$2075$6
597$2018-08-03 14:26:46$giveMark$198$1
782$2018-02-23 08:48:14$share$1811
237$2018-09-02 23:43:58$like$50
727$2018-06-26 01:39:23$share$2013
280$2018-06-23 09:10:05$like$2017
213$2018-10-23 07:33:24$share$1156
719$2018-04-03 22:48:31$like$1104
719$2018-02-22 23:34:44$like$549
1041$2018-10-14 23:36:38$share$1398
663$2018-07-09 08:48:09$like$401
626$2018-02-10 14:05:55$share$738
880$2018-06-12 22:02:30$share$969
493$2018-10-12 18:08:06$giveMark$1775$8
119$2018-05-28 06:58:59$browse$760
41$2018-08-11 21:09:49$giveMark$1906$5
318$2018-03-31 22:31:41$share$1725
848$2018-08-16 23:21:16$like$1706
801$2018-08-07 06:42:46$browse$773
560$2018-05-27 16:52:20$browse$247
687$2018-06-08 07:57:23$share$52
1025$2018-08-31 21:20:39$share$276
355$2018-07-19 01:02:00$like$1269
155$2018-05-09 20:18:34$browse$1077
486$2018-04-28 17:53:02$giveMark$365$5
792$2018-05-10 02:45:59$giveMark$2025$1
386$2018-10-13 13:59:55$like$1844
586$2018-05-31 02:07:14$share$136
17$2018-10-23 03:41:09$share$971
412$2018-03-05 14:06:48$giveMark$1829$10
603$2018-02-05 15:05:40$giveMark$414$6
143$2018-07-19 20:48:25$giveMark$1212$8
366$2018-08-26 14:32:41$browse$946
413$2018-09-06 19:34:01$browse$85
306$2018-03-16 10:56:44$share$184
483$2018-08-31 06:38:07$giveMark$1751$3
509$2018-07-23 05:07:42$share$224
984$2018-03-24 04:48:58$share$1349
295$2018-01-09 12:58:58$browse$30
516$2018-10-29 21:11:34$like$1556
958$2018-03-22 04:58:30$like$1680
915$2018-03-16 11:07:46$browse$1274
246$2018-10-21 22:01:02$like$2038
25$2018-06-12 21:41:29$giveMark$1400$1
780$2018-06-11 17:11:47$giveMark$704$6
803$2018-05-12 12:36:49$share$1321
729$2018-06-07 09:40:22$giveMark$1587$6
279$2018-07-22 17:00:38$browse$560
947$2018-06-10 07:45:15$giveMark$1964$8
134$2018-09-18 04:29:19$like$477
654$2018-09-28 10:05:41$browse$1234
817$2018-08-15 03:43:40$browse$1128
421$2018-04-20 19:19:48$share$1928
751$2018-07-31 07:02:17$giveMark$1004$10
954$2018-08-01 08:37:03$giveMark$960$3
981$2018-09-23 07:32:02$browse$1533
1033$2018-08-30 22:56:27$browse$632
957$2018-01-24 19:29:54$like$2058
702$2018-10-18 00:01:25$like$56
636$2018-09-27 10:23:03$browse$1083
954$2018-10-16 15:23:50$giveMark$402$4
874$2018-03-04 10:49:47$giveMark$43$1
392$2018-05-12 03:27:45$like$328
172$2018-09-30 05:43:27$giveMark$1110$7
912$2018-01-17 19:59:26$browse$1081
797$2018-01-17 19:06:30$like$60
1026$2018-09-02 09:12:20$like$509
602$2018-07-28 21:03:04$browse$484
564$2018-04-26 10:58:40$giveMark$1451$8
123$2018-03-23 22:45:32$browse$1673
731$2018-06-02 13:19:41$browse$2065
218$2018-07-08 02:50:38$share$592
235$2018-05-23 01:10:58$share$748
445$2018-10-18 06:02:17$browse$1599
34$2018-06-03 15:38:18$like$1651
1047$2018-09-01 01:27:51$share$1639
421$2018-06-27 11:44:48$like$496
924$2018-10-18 06:30:56$like$171
576$2018-06-01 08:44:56$share$670
457$2018-06-06 15:59:18$giveMark$102$9
984$2018-03-27 04:17:37$like$1899
129$2018-07-30 23:36:19$giveMark$1920$9
140$2018-01-23 16:59:13$share$1263
674$2018-03-27 14:17:40$browse$1522
1039$2018-03-30 02:21:14$browse$899
404$2018-04-09 00:45:55$like$1708
391$2018-10-18 20:12:01$browse$315
294$2018-06-20 20:02:27$share$1589
378$2018-09-06 18:30:31$share$1316
335$2018-06-24 21:28:40$giveMark$811$1
303$2018-01-11 11:00:50$share$1486
408$2018-01-08 03:57:39$browse$1686
81$2018-10-28 13:33:48$like$1130
956$2018-08-13 17:54:13$giveMark$1393$5
300$2018-08-22 02:04:42$browse$1268
554$2018-02-21 20:28:54$giveMark$1657$4
779$2018-06-13 15:56:16$like$721
204$2018-02-20 22:58:24$browse$1131
919$2018-07-11 07:12:28$browse$1530
373$2018-05-03 04:15:22$like$553
839$2018-04-08 17:44:51$browse$1095
270$2018-07-17 15:28:57$giveMark$1854$3
451$2018-09-14 13:42:09$giveMark$1541$5
844$2018-09-01 16:05:14$share$1237
261$2018-02-23 08:32:17$share$1712
910$2018-08-29 05:16:14$like$1005
822$2018-02-20 07:25:43$share$1520
188$2018-06-06 04:52:15$giveMark$391$3
674$2018-09-18 18:31:16$browse$96
895$2018-03-09 21:36:41$share$1894
276$2018-08-09 01:18:43$giveMark$802$1
1009$2018-07-03 05:52:05$giveMark$1725$6
505$2018-05-29 14:35:24$like$1803
262$2018-01-06 17:12:55$browse$1364
299$2018-01-05 00:18:45$share$421
638$2018-02-02 02:29:44$browse$1147
395$2018-06-21 20:11:04$like$623
27$2018-03-27 13:03:42$browse$1021
831$2018-09-12 04:18:06$like$15
479$2018-09-15 19:14:18$share$1126
866$2018-07-05 12:33:42$giveMark$640$4
325$2018-02-12 14:30:41$like$293
666$2018-03-29 01:31:57$giveMark$1163$10
305$2018-04-19 20:34:37$share$426
1008$2018-09-01 10:39:59$like$834
835$2018-03-05 11:53:22$browse$1264
761$2018-04-07 01:24:47$share$536
464$2018-05-14 20:50:49$like$1908
982$2018-01-09 17:18:13$share$450
875$2018-07-09 07:26:43$browse$1451
423$2018-09-10 19:24:19$giveMark$1168$2
31$2018-06-29 11:28:17$share$231
451$2018-05-03 02:35:12$giveMark$1284$5
82$2018-03-09 10:21:08$giveMark$27$5
410$2018-06-19 18:31:28$browse$345
750$2018-08-04 09:28:40$browse$1050
753$2018-07-13 11:30:36$giveMark$1372$10
1009$2018-01-26 22:03:43$browse$1171
785$2018-10-23 16:16:00$share$438
867$2018-03-02 18:16:22$share$1623
760$2018-09-12 11:30:59$giveMark$1880$5
1004$2018-03-07 01:55:27$browse$577
716$2018-04-23 09:41:27$giveMark$670$2
282$2018-05-29 16:07:24$giveMark$1628$7
952$2018-04-03 15:42:52$browse$12
429$2018-01-06 21:33:31$share$8
811$2018-06-29 03:03:21$share$1227
208$2018-08-13 07:18:00$giveMark$1230$10
638$2018-09-20 05:13:43$like$892
477$2018-06-07 08:51:51$giveMark$1366$4
532$2018-06-14 20:38:32$giveMark$1611$9
945$2018-09-09 00:21:28$share$695
245$2018-07-05 18:57:57$browse$117
762$2018-09-05 01:25:10$like$399
737$2018-08-20 17:00:07$share$26
50$2018-05-16 10:11:59$browse$215
548$2018-10-23 00:29:08$share$1851
366$2018-02-01 11:55:20$share$600
892$2018-02-05 08:12:55$like$1428
930$2018-10-09 10:42:35$browse$519
761$2018-10-02 18:51:30$share$107
80$2018-01-23 18:03:27$like$444
623$2018-05-29 13:08:38$share$1982
518$2018-06-13 22:27:08$share$2062
418$2018-06-20 11:13:52$share$209
582$2018-01-09 17:56:08$like$256
604$2018-10-18 01:13:44$like$1517
939$2018-01-02 09:38:04$like$1031
578$2018-03-07 02:07:18$share$1849
373$2018-04-27 18:04:20$like$1282
8$2018-03-25 15:44:39$like$573
231$2018-02-13 16:59:35$like$792
238$2018-05-13 21:03:57$giveMark$745$9
551$2018-07-18 23:42:57$browse$533
817$2018-10-10 09:31:06$giveMark$322$3
1038$2018-04-16 00:22:44$browse$2028
556$2018-03-26 12:06:10$giveMark$357$8
601$2018-03-24 04:14:54$share$1341
189$2018-05-19 18:35:12$giveMark$882$3
29$2018-05-03 11:45:59$browse$1616
144$2018-02-27 08:22:50$share$1977
804$2018-04-19 02:36:00$like$1872
694$2018-04-08 14:05:29$share$1776
383$2018-09-25 14:37:38$giveMark$1585$4
528$2018-10-30 16:35:05$browse$1738
689$2018-04-13 05:02:51$like$810
620$2018-01-20 21:55:41$like$2104
1046$2018-06-01 13:24:08$browse$1587
971$2018-01-11 04:20:34$like$228
493$2018-08-13 03:25:59$giveMark$1344$9
571$2018-01-17 09:31:01$browse$745
518$2018-02-16 00:18:24$like$723
742$2018-10-24 22:59:56$browse$1868
1049$2018-01-31 08:01:55$browse$557
683$2018-05-15 15:29:44$browse$1493
439$2018-08-30 01:52:42$share$1565
464$2018-09-11 12:15:13$share$2078
209$2018-03-10 05:31:20$share$958
468$2018-09-26 15:30:59$share$1250
971$2018-05-21 17:02:43$share$1477
689$2018-09-04 02:06:28$browse$1463
133$2018-02-10 13:36:47$like$1737
35$2018-09-26 17:34:34$giveMark$1436$6
823$2018-03-04 07:27:01$giveMark$337$7
245$2018-06-12 19:53:30$like$795
519$2018-05-25 17:29:58$giveMark$1353$6
676$2018-05-27 23:46:29$share$2007
519$2018-04-18 15:09:33$share$420
764$2018-09-30 01:57:48$like$1079
635$2018-07-18 08:27:51$share$1666
96$2018-08-07 22:31:31$giveMark$801$6
644$2018-04-10 04:14:32$share$4
798$2018-01-17 01:21:05$like$1679
511$2018-08-06 03:14:18$share$1803
252$2018-05-22 11:22:22$giveMark$429$6
814$2018-06-28 02:56:31$giveMark$2100$9
465$2018-02-01 22:08:11$like$1376
922$2018-01-16 19:37:36$like$1190
174$2018-05-14 17:56:27$like$496
1006$2018-04-04 18:54:47$giveMark$1929$5
770$2018-09-17 19:49:36$browse$726
1057$2018-08-25 08:14:38$share$1736
430$2018-08-24 23:56:49$browse$990
449$2018-05-17 23:37:03$like$1416
360$2018-07-05 10:50:08$browse$1686
619$2018-08-27 00:19:59$giveMark$1998$4
154$2018-06-06 14:58:28$browse$733
962$2018-05-16 16:15:51$browse$349
160$2018-10-06 13:13:07$giveMark$844$9
990$2018-08-11 16:52:48$browse$1421
760$2018-05-08 16:31:28$giveMark$528$7
893$2018-05-22 18:56:05$giveMark$644$10
611$2018-02-16 19:25:15$like$757
85$2018-09-17 10:02:18$giveMark$992$10
571$2018-10-24 16:58:24$share$860
877$2018-05-05 16:55:19$like$1475
1046$2018-03-05 12:03:22$like$469
431$2018-04-16 13:48:10$giveMark$501$9
71$2018-03-15 20:07:50$like$1469
856$2018-08-23 21:28:19$browse$869
719$2018-09-12 23:29:37$share$433
518$2018-06-10 00:50:24$browse$552
449$2018-02-16 10:10:51$giveMark$16$3
622$2018-07-18 02:28:03$giveMark$559$2
246$2018-09-25 16:38:16$giveMark$93$3
318$2018-02-17 17:39:04$share$1045
193$2018-07-03 06:57:32$browse$1298
215$2018-07-23 11:13:45$giveMark$1831$10
379$2018-03-06 05:58:21$browse$1406
910$2018-06-08 10:57:19$giveMark$1537$4
1002$2018-04-09 10:55:22$browse$79
545$2018-03-09 22:28:45$browse$1007
572$2018-02-08 08:17:54$giveMark$2088$5
1034$2018-08-31 08:43:29$like$305
864$2018-03-13 02:54:25$like$1388
178$2018-06-19 18:50:19$share$869
919$2018-05-16 10:50:07$browse$224
270$2018-02-28 14:22:40$like$1536
537$2018-06-21 13:20:06$share$28
342$2018-07-04 07:19:40$share$1965
273$2018-05-19 07:51:23$share$394
